CustomerID,Recency,Frequency,Monetary,r_recency,r_frequency,r_monetary,RFM_Score
12556.0,50,119,599.56,3,4,3,343
12557.0,16,33,11990.96,4,3,5,435
12558.0,8,11,269.96,5,1,2,512
12559.0,311,21,561.71,1,2,3,123
12560.0,5,105,2134.01,5,4,5,545
12561.0,303,16,238.85,1,2,1,121
12562.0,8,168,3781.74,5,5,5,555
12564.0,261,21,456.9,1,2,2,122
12565.0,289,9,145.92,1,1,1,111
12566.0,86,19,351.65,2,2,2,222
12567.0,23,446,9401.28,4,5,5,455
12569.0,2,188,4124.69,5,5,5,555
12571.0,40,34,519.61,3,3,3,333
12572.0,9,60,1020.42,5,4,4,544
12573.0,227,28,160.54,1,2,1,121
12574.0,316,11,218.45,1,1,1,111
12576.0,36,88,1315.83,3,4,4,344
12577.0,35,146,626.6,3,5,3,353
12578.0,21,114,2794.51,4,4,5,445
12579.0,78,29,440.42,2,2,2,222
12580.0,247,24,415.7,1,2,2,122
12581.0,40,15,197.71,3,2,1,321
12582.0,239,22,511.36,1,2,3,123
12583.0,3,247,7281.38,5,5,5,555
12584.0,4,96,2338.15,5,4,5,545
12585.0,234,87,2040.1,1,4,4,144
12586.0,17,11,196.94,4,1,1,411
12587.0,8,4,144.0,5,1,1,511
12588.0,39,10,214.9,3,1,1,311
12589.0,29,35,646.68,4,3,3,433
12590.0,211,68,9864.26,1,4,5,145
12591.0,317,26,452.85,1,2,2,122
12592.0,92,18,437.6,2,2,2,222
12593.0,109,21,418.1,2,2,2,222
12594.0,38,118,3338.22,3,4,5,345
12596.0,51,27,618.27,3,2,3,323
12597.0,19,206,3811.22,4,5,5,455
12598.0,10,132,3023.08,5,5,5,555
12599.0,29,62,1032.58,4,4,4,444
12600.0,29,64,2599.04,4,4,5,445
12601.0,190,28,577.06,1,2,3,123
12602.0,59,12,153.12,3,1,1,311
12603.0,22,2,739.2,4,1,3,413
12604.0,79,16,254.18,2,2,2,222
12607.0,60,101,1579.51,3,4,4,344
12609.0,78,60,1126.85,2,4,4,244
12610.0,23,106,2099.54,4,4,5,445
12611.0,52,65,1193.32,3,4,4,344
12612.0,74,19,704.04,2,2,3,223
12613.0,57,153,3344.38,3,5,5,355
12614.0,278,20,315.6,1,2,2,122
12615.0,2,105,2291.19,5,4,5,545
12616.0,95,32,713.3,2,3,3,233
12617.0,29,41,352.98,4,3,2,432
12618.0,22,11,177.31,4,1,1,411
12619.0,16,90,3641.24,4,4,5,445
12620.0,15,92,1339.41,4,4,4,444
12621.0,2,467,13689.67,5,5,5,555
12622.0,232,11,180.1,1,1,1,111
12623.0,276,18,305.1,1,2,2,122
12624.0,106,38,641.13,2,3,3,233
12625.0,212,86,2683.82,1,4,5,145
12626.0,23,294,6620.48,4,5,5,455
12627.0,11,230,4478.53,5,5,5,555
12628.0,4,41,786.46,5,3,3,533
12630.0,10,64,1270.88,5,4,4,544
12631.0,57,31,640.5,3,3,3,333
12633.0,59,101,2163.98,3,4,5,345
12635.0,90,101,1689.18,2,4,4,244
12637.0,67,382,6002.9,3,5,5,355
12638.0,33,39,671.69,4,3,3,433
12639.0,239,22,486.1,1,2,2,122
12640.0,24,53,1174.58,4,3,4,434
12641.0,115,10,185.9,2,1,1,211
12642.0,25,47,1013.26,4,3,4,434
12643.0,128,24,3344.64,2,2,5,225
12644.0,130,31,477.91,2,3,2,232
12645.0,34,73,1775.18,3,4,4,344
12646.0,5,45,1346.97,5,3,4,534
12647.0,22,121,3722.82,4,5,5,455
12648.0,155,21,318.05,2,2,2,222
12649.0,107,31,623.51,2,3,3,233
12650.0,3,20,314.44,5,2,2,522
12651.0,335,9,114.0,1,1,1,111
12652.0,331,48,919.98,1,3,3,133
12653.0,149,43,2209.85,2,3,5,235
12654.0,11,38,601.98,5,3,3,533
12656.0,17,126,4051.17,4,5,5,455
12657.0,11,47,1643.18,5,3,4,534
12658.0,19,36,686.05,4,3,3,433
12659.0,30,5,91.68,4,1,1,411
12660.0,11,13,245.1,5,1,1,511
12662.0,1,230,3849.78,5,5,5,555
12664.0,8,37,4881.88,5,3,5,535
12665.0,325,3,63.0,1,1,1,111
12667.0,58,33,620.13,3,3,3,333
12668.0,12,161,3807.15,5,5,5,555
12669.0,151,101,2744.03,2,4,5,245
12670.0,10,92,2996.05,5,4,5,545
12672.0,330,10,225.9,1,1,1,111
12673.0,5,42,610.52,5,3,3,533
12674.0,39,83,1970.6,3,4,4,344
12676.0,25,45,1331.39,4,3,4,434
12678.0,42,165,17628.46,3,5,5,355
12679.0,59,48,1113.02,3,3,4,334
12680.0,1,52,862.81,5,3,3,533
12681.0,15,638,13787.54,4,5,5,455
12682.0,4,524,12279.82,5,5,5,555
12683.0,4,344,8476.57,5,5,5,555
12684.0,8,105,2283.63,5,4,5,545
12685.0,28,157,2863.08,4,5,5,455
12686.0,372,7,89.14,1,1,1,111
12688.0,114,171,4873.81,2,5,5,255
12689.0,26,72,1247.61,4,4,4,444
12690.0,206,16,389.01,1,2,2,122
12691.0,28,32,1035.8,4,3,4,434
12693.0,127,39,855.91,2,3,3,233
12694.0,70,37,869.67,3,3,3,333
12695.0,7,27,582.1,5,2,3,523
12697.0,29,41,957.59,4,3,4,434
12700.0,8,268,4939.99,5,5,5,555
12701.0,80,53,797.71,2,3,3,233
12702.0,20,12,219.0,4,1,1,411
12703.0,71,21,283.55,3,2,2,322
12704.0,7,88,2340.84,5,4,5,545
12705.0,15,334,6868.29,4,5,5,455
12707.0,292,33,603.42,1,3,3,133
12708.0,30,157,2712.91,4,5,5,455
12709.0,15,207,9706.52,4,5,5,455
12710.0,97,77,1149.02,2,4,4,244
12712.0,29,133,4396.13,4,5,5,455
12713.0,1,38,848.55,5,3,3,533
12714.0,9,259,4708.86,5,5,5,555
12715.0,106,20,343.36,2,2,2,222
12716.0,4,69,1053.49,5,4,4,544
12717.0,151,55,1030.98,2,3,4,234
12718.0,71,19,238.25,3,2,1,321
12719.0,5,39,644.95,5,3,3,533
12720.0,3,354,5781.73,5,5,5,555
12721.0,32,161,2656.13,4,5,5,455
12722.0,85,53,997.63,2,3,4,234
12723.0,4,69,725.07,5,4,3,543
12724.0,5,53,1031.41,5,3,4,534
12725.0,371,24,427.8,1,2,2,122
12726.0,28,124,2609.1,4,5,5,455
12727.0,11,139,3980.7,5,5,5,555
12728.0,71,46,836.33,3,3,3,333
12729.0,114,26,453.01,2,2,2,222
12731.0,24,274,18895.91,4,5,5,455
12732.0,180,12,236.26,1,1,1,111
12733.0,234,22,383.95,1,2,2,122
12734.0,353,4,110.4,1,1,1,111
12735.0,315,43,779.57,1,3,3,133
12736.0,333,4,234.0,1,1,1,111
12738.0,372,11,155.35,1,1,1,111
12739.0,78,38,1013.04,2,3,4,234
12740.0,64,27,427.6,3,2,2,322
12743.0,134,131,540.13,2,5,3,253
12744.0,52,222,21279.29,3,5,5,355
12747.0,2,103,4196.01,5,4,5,545
12748.0,1,4412,33053.19,5,5,5,555
12749.0,4,199,4090.88,5,5,5,555
12750.0,129,15,275.88,2,2,2,222
12752.0,81,53,4366.78,2,3,5,235
12753.0,23,197,21429.39,4,5,5,455
12754.0,236,63,3010.74,1,4,5,145
12755.0,281,4,3811.95,1,1,5,115
12756.0,87,4,112.08,2,1,1,211
12757.0,16,364,7834.65,4,5,5,455
12758.0,117,97,2791.59,2,4,5,245
12759.0,52,95,1531.44,3,4,4,344
12762.0,8,69,1898.52,5,4,4,544
12763.0,138,18,494.08,2,2,3,223
12764.0,317,45,1693.88,1,3,4,134
12766.0,4,310,6989.63,5,5,5,555
12769.0,239,32,1143.6,1,3,4,134
12770.0,211,12,1351.45,1,1,4,114
12772.0,60,55,892.47,3,3,3,333
12775.0,17,66,1386.04,4,4,4,444
12778.0,20,50,822.23,4,3,3,433
12779.0,38,149,3981.36,3,5,5,355
12781.0,64,25,826.74,3,2,3,323
12782.0,5,103,2330.92,5,4,5,545
12783.0,2,84,2225.91,5,4,5,545
12784.0,9,57,532.82,5,3,3,533
12785.0,364,14,311.95,1,1,2,112
12787.0,10,20,463.66,5,2,2,522
12789.0,65,4,91.85,3,1,1,311
12790.0,192,21,324.92,1,2,2,122
12791.0,374,2,192.6,1,1,1,111
12792.0,257,25,400.54,1,2,2,122
12793.0,335,24,545.48,1,2,3,123
12794.0,53,45,860.41,3,3,3,333
12795.0,19,14,430.48,4,1,2,412
12797.0,366,13,254.03,1,1,2,112
12798.0,10,8,6977.04,5,1,5,515
12802.0,187,25,427.58,1,2,2,122
12808.0,37,28,483.65,3,2,2,322
12809.0,178,25,489.31,2,2,3,223
12811.0,261,31,514.85,1,3,3,133
12812.0,45,15,229.64,3,2,1,321
12814.0,102,2,125.92,2,1,1,211
12815.0,148,47,1063.46,2,3,4,234
12816.0,96,29,572.2,2,2,3,223
12817.0,281,4,166.04,1,1,1,111
12818.0,262,14,1542.08,1,1,4,114
12820.0,3,59,942.34,5,4,4,544
12821.0,214,6,92.72,1,1,1,111
12822.0,71,46,948.88,3,3,4,334
12823.0,75,5,1759.5,2,1,4,214
12824.0,60,25,397.12,3,2,2,322
12826.0,3,91,1474.72,5,4,4,544
12827.0,6,25,430.15,5,2,2,522
12828.0,3,56,1018.71,5,3,4,534
12829.0,337,11,293.0,1,1,2,112
12830.0,38,38,6814.64,3,3,5,335
12831.0,262,9,215.05,1,1,1,111
12832.0,32,27,383.03,4,2,2,422
12833.0,145,24,417.38,2,2,2,222
12834.0,283,18,312.38,1,2,2,122
12836.0,59,174,2610.36,3,5,5,355
12837.0,173,12,134.1,2,1,1,211
12838.0,34,120,671.95,3,4,3,343
12839.0,3,314,5591.42,5,5,5,555
12840.0,144,113,2726.77,2,4,5,245
12841.0,5,414,3991.58,5,5,5,555
12842.0,70,34,1118.99,3,3,4,334
12843.0,66,103,1702.26,3,4,4,344
12844.0,29,52,325.96,4,3,2,432
12845.0,267,27,354.09,1,2,2,122
12847.0,22,84,843.64,4,4,3,443
12849.0,31,48,1010.29,4,3,4,434
12851.0,97,47,131.81,2,3,1,231
12852.0,295,17,311.55,1,2,2,122
12853.0,135,78,1957.1,2,4,4,244
12854.0,79,109,1316.25,2,4,4,244
12855.0,373,3,38.1,1,1,1,111
12856.0,8,311,2170.78,5,5,5,555
12857.0,211,46,1106.4,1,3,4,134
12863.0,52,5,521.2,3,1,3,313
12864.0,138,3,147.12,2,1,1,211
12865.0,26,95,1568.23,4,4,4,444
12866.0,283,26,559.12,1,2,3,123
12867.0,26,534,4009.34,4,5,5,455
12868.0,186,107,1607.06,1,4,4,144
12871.0,84,11,380.64,2,1,2,212
12872.0,327,66,599.97,1,4,3,143
12873.0,282,4,374.0,1,1,2,112
12875.0,143,2,343.23,2,1,2,212
12876.0,58,85,2218.02,3,4,5,345
12877.0,4,154,1535.77,5,5,4,554
12878.0,236,47,854.99,1,3,3,133
12879.0,45,10,573.22,3,1,3,313
12881.0,276,7,298.0,1,1,2,112
12882.0,9,13,1463.04,5,1,4,514
12883.0,25,42,703.47,4,3,3,433
12884.0,88,7,309.05,2,1,2,212
12885.0,63,71,1175.22,3,4,4,344
12886.0,68,82,1378.4,3,4,4,344
12888.0,214,5,354.12,1,1,2,112
12890.0,24,79,376.72,4,4,2,442
12891.0,186,3,331.0,1,1,2,112
12893.0,31,31,176.55,4,3,1,431
12895.0,42,22,372.8,3,2,2,322
12897.0,205,4,216.5,1,1,1,111
12901.0,9,116,17654.54,5,4,5,545
12902.0,265,10,138.68,1,1,1,111
12904.0,18,71,496.06,4,4,3,443
12906.0,12,63,2919.81,5,4,5,545
12908.0,176,2,750.0,2,1,3,213
12909.0,40,91,2178.67,3,4,5,345
12910.0,23,75,3075.04,4,4,5,445
12912.0,3,24,1662.3,5,2,4,524
12913.0,5,50,2483.63,5,3,5,535
12915.0,149,22,363.65,2,2,2,222
12916.0,139,103,2944.95,2,4,5,245
12917.0,128,2,594.0,2,1,3,213
12919.0,8,50,1335.19,5,3,4,534
12920.0,17,27,162.78,4,2,1,421
12921.0,9,720,16587.09,5,5,5,555
12922.0,161,28,405.38,2,2,2,222
12923.0,64,28,172.82,3,2,1,321
12924.0,88,30,933.7,2,3,4,234
12925.0,5,45,694.05,5,3,3,533
12928.0,35,84,2062.7,3,4,5,345
12929.0,312,8,117.85,1,1,1,111
12930.0,78,25,415.8,2,2,2,222
12931.0,22,82,42055.96,4,4,5,445
12933.0,24,106,607.53,4,4,3,443
12935.0,2,129,2160.7,5,5,5,555
12936.0,17,62,1063.9,4,4,4,444
12937.0,15,120,1504.27,4,4,4,444
12938.0,26,9,114.14,4,1,1,411
12939.0,64,47,11581.8,3,3,5,335
12940.0,55,96,899.69,3,4,3,343
12942.0,131,70,675.6,2,4,3,243
12944.0,36,30,604.51,3,3,3,333
12945.0,288,23,462.95,1,2,2,122
12947.0,144,97,1603.99,2,4,4,244
12948.0,16,116,2064.95,4,4,5,445
12949.0,31,215,4167.22,4,5,5,455
12950.0,2,23,1843.0,5,2,4,524
12951.0,9,63,1064.07,5,4,4,544
12952.0,6,79,1387.79,5,4,4,544
12953.0,10,17,329.85,5,2,2,522
12955.0,1,180,4757.16,5,5,5,555
12956.0,306,19,108.07,1,2,1,121
12957.0,10,238,4017.54,5,5,5,555
12962.0,7,16,266.39,5,2,2,522
12963.0,8,95,1856.63,5,4,4,544
12965.0,89,108,769.81,2,4,3,243
12966.0,10,10,160.18,5,1,1,511
12967.0,358,19,1660.9,1,2,4,124
12968.0,112,5,135.95,2,1,1,211
12970.0,7,129,405.47,5,5,2,552
12971.0,4,305,11189.91,5,5,5,555
12974.0,198,8,144.8,1,1,1,111
12976.0,212,22,738.6,1,2,3,123
12977.0,156,9,39.24,2,1,1,211
12980.0,158,20,7374.9,2,2,5,225
12981.0,30,20,372.22,4,2,2,422
12982.0,243,28,390.54,1,2,2,122
12984.0,19,4,97.5,4,1,1,411
12985.0,1,76,1239.38,5,4,4,544
12987.0,74,28,558.7,2,2,3,223
12988.0,292,83,505.82,1,4,3,143
12989.0,3,64,6924.11,5,4,5,545
12990.0,31,13,409.5,4,1,2,412
12991.0,23,31,503.76,4,3,3,433
12993.0,23,27,414.76,4,2,2,422
12994.0,4,61,974.42,5,4,4,544
12995.0,85,3,211.32,2,1,1,211
12997.0,22,59,1226.89,4,4,4,444
12999.0,196,28,455.88,1,2,2,122
13000.0,107,31,534.85,2,3,3,233
13001.0,4,337,9785.97,5,5,5,555
13002.0,318,7,120.95,1,1,1,111
13003.0,106,6,149.05,2,1,1,211
13004.0,12,404,5655.91,5,5,5,555
13005.0,174,26,513.7,2,2,3,223
13006.0,56,4,81.57,3,1,1,311
13008.0,323,14,229.47,1,1,1,111
13011.0,372,3,50.55,1,1,1,111
13012.0,9,88,1646.84,5,4,4,544
13013.0,1,219,4810.94,5,5,5,555
13014.0,11,109,3466.28,5,4,5,545
13015.0,53,175,3339.64,3,5,5,355
13016.0,73,47,789.89,2,3,3,233
13017.0,7,1,204.0,5,1,1,511
13018.0,16,458,7277.7,4,5,5,455
13021.0,4,131,2616.38,5,5,5,555
13023.0,64,40,689.9,3,3,3,333
13026.0,1,40,975.36,5,3,4,534
13027.0,114,26,6912.0,2,2,5,225
13028.0,23,45,661.32,4,3,3,433
13029.0,31,10,1247.5,4,1,4,414
13030.0,11,92,752.44,5,4,3,543
13032.0,52,71,1010.18,3,4,4,344
13033.0,357,11,190.55,1,1,1,111
13034.0,55,37,642.77,3,3,3,333
13035.0,74,27,921.88,2,2,3,223
13037.0,138,48,881.07,2,3,3,233
13038.0,80,28,908.46,2,2,3,223
13040.0,9,43,676.99,5,3,3,533
13043.0,273,13,516.42,1,1,3,113
13044.0,291,33,560.47,1,3,3,133
13045.0,99,18,305.28,2,2,2,222
13046.0,31,35,629.31,4,3,3,433
13047.0,32,172,3237.54,4,5,5,455
13048.0,14,135,1819.41,4,5,4,454
13049.0,64,14,656.68,3,1,3,313
13050.0,15,403,5836.86,4,5,5,455
13052.0,212,18,348.15,1,2,2,122
13055.0,78,76,1214.41,2,4,4,244
13058.0,25,8,271.4,4,1,2,412
13059.0,250,8,183.4,1,1,1,111
13060.0,254,15,307.53,1,2,2,122
13061.0,72,10,248.61,3,1,1,311
13062.0,191,11,346.98,1,1,2,112
13064.0,13,68,1105.59,5,4,4,544
13065.0,373,14,205.86,1,1,1,111
13066.0,24,48,470.8,4,3,2,432
13067.0,82,15,115.46,2,2,1,221
13068.0,10,2,344.0,5,1,2,512
13069.0,1,424,4431.44,5,5,5,555
13070.0,192,9,228.8,1,1,1,111
13072.0,267,7,177.15,1,1,1,111
13075.0,130,22,919.61,2,2,3,223
13077.0,1,111,728.02,5,4,3,543
13078.0,3,358,12627.94,5,5,5,555
13079.0,4,6,220.1,5,1,1,511
13080.0,179,6,58.08,2,1,1,211
13081.0,12,1024,28337.38,5,5,5,555
13082.0,126,73,3613.63,2,4,5,245
13083.0,4,18,303.75,5,2,2,522
13085.0,158,22,416.08,2,2,2,222
13089.0,3,1814,58762.08,5,5,5,555
13090.0,9,155,8910.82,5,5,5,555
13091.0,28,21,345.82,4,2,2,422
13092.0,71,25,477.83,3,2,2,322
13093.0,276,159,7832.47,1,5,5,155
13094.0,21,24,1927.32,4,2,4,424
13095.0,71,6,74.4,3,1,1,311
13097.0,33,421,6003.22,4,5,5,455
13098.0,1,572,28882.44,5,5,5,555
13099.0,99,1,207.36,2,1,1,211
13101.0,234,8,101.19,1,1,1,111
13102.0,1,304,6424.09,5,5,5,555
13103.0,40,8,243.94,3,1,1,311
13104.0,3,20,1098.48,5,2,4,524
13106.0,133,1,76.5,2,1,1,211
13107.0,44,58,1531.62,3,4,4,344
13108.0,373,10,350.06,1,1,2,112
13109.0,60,47,786.54,3,3,3,333
13110.0,31,145,1488.67,4,5,4,454
13113.0,1,200,12245.96,5,5,5,555
13115.0,12,120,2294.78,5,4,5,545
13116.0,138,30,501.14,2,3,3,233
13117.0,22,76,984.91,4,4,4,444
13118.0,20,79,1197.81,4,4,4,444
13120.0,239,1,30.6,1,1,1,111
13121.0,269,50,283.73,1,3,2,132
13122.0,94,55,922.39,2,3,3,233
13124.0,90,222,3756.33,2,5,5,255
13126.0,5,140,2099.64,5,5,5,555
13127.0,78,15,259.17,2,2,2,222
13130.0,94,2,64.0,2,1,1,211
13131.0,23,44,1073.3,4,3,4,434
13132.0,262,3,77.3,1,1,1,111
13133.0,274,7,109.8,1,1,1,111
13134.0,86,98,1793.58,2,4,4,244
13135.0,197,1,3096.0,1,1,5,115
13136.0,56,127,2607.61,3,5,5,355
13137.0,11,687,3603.29,5,5,5,555
13138.0,22,63,962.39,4,4,4,444
13139.0,16,170,5064.94,4,5,5,455
13140.0,108,45,422.47,2,3,2,232
13141.0,85,135,2388.75,2,5,5,255
13142.0,19,23,307.09,4,2,2,422
13144.0,333,3,110.95,1,1,1,111
13145.0,40,6,618.52,3,1,3,313
13146.0,26,17,228.91,4,2,1,421
13147.0,10,4,712.8,5,1,3,513
13148.0,29,312,3683.26,4,5,5,455
13149.0,14,86,1676.06,4,4,4,444
13151.0,296,74,1257.87,1,4,4,144
13153.0,6,15,486.22,5,2,2,522
13155.0,33,85,971.76,4,4,4,444
13157.0,49,87,1741.22,3,4,4,344
13158.0,95,79,1201.06,2,4,4,244
13159.0,9,120,1429.35,5,4,4,544
13160.0,22,4,91.8,4,1,1,411
13161.0,313,8,112.75,1,1,1,111
13162.0,122,79,1688.29,2,4,4,244
13165.0,46,42,1021.48,3,3,4,334
13166.0,283,41,417.2,1,3,2,132
13167.0,19,65,791.33,4,4,3,443
13168.0,36,126,1299.59,3,5,4,354
13169.0,64,13,712.88,3,1,3,313
13170.0,27,30,108.81,4,3,1,431
13171.0,22,46,468.41,4,3,2,432
13173.0,4,43,353.65,5,3,2,532
13174.0,16,293,2742.82,4,5,5,455
13176.0,46,67,481.49,3,4,2,342
13177.0,65,17,282.45,3,2,2,322
13178.0,26,265,5725.47,4,5,5,455
13182.0,45,11,121.18,3,1,1,311
13183.0,8,94,3957.78,5,4,5,545
13184.0,15,179,1668.95,4,5,4,454
13185.0,268,1,71.4,1,1,1,111
13186.0,40,79,1575.89,3,4,4,344
13187.0,337,37,236.02,1,3,1,131
13188.0,11,2,114.6,5,1,1,511
13189.0,19,29,260.68,4,2,2,422
13192.0,95,63,911.94,2,4,3,243
13193.0,61,25,112.08,3,2,1,321
13194.0,136,3,60.7,2,1,1,211
13196.0,11,110,1797.78,5,4,4,544
13198.0,10,226,3401.24,5,5,5,555
13199.0,4,119,9817.12,5,4,5,545
13200.0,19,46,870.09,4,3,3,433
